type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,brs,eggd,8.0,2022-10-28t06:20:00.000,2022-10-28t06:20:00.000,2022-10-28t06:27:00.000,2022-10-28t06:27:00.000,2022-10-28t06:27:00.000,ams,eham,,2022-10-28t08:50:00.000,2022-10-28t08:20:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,22.0,2022-10-28t09:10:00.000,2022-10-28t09:10:00.000,2022-10-28t09:31:00.000,2022-10-28t09:31:00.000,2022-10-28t09:31:00.000,ams,eham,2,2022-10-28t11:25:00.000,2022-10-28t11:24:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,11,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,5.0,2022-10-29t08:45:00.000,2022-10-29t08:48:00.000,2022-10-29t08:50:00.000,2022-10-29t08:50:00.000,2022-10-29t08:50:00.000,ams,eham,2,2022-10-29t11:00:00.000,2022-10-29t10:39:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,10,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,cancelled,brs,eggd,,2022-10-29t17:15:00.000,,,,,ams,eham,,2022-10-29t19:35:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,,,,,,,,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-10-30t06:00:00.000,2022-10-30t06:00:00.000,2022-10-30t06:00:00.000,2022-10-30t06:00:00.000,2022-10-30t06:00:00.000,ams,eham,2,2022-10-30t08:20:00.000,2022-10-30t07:49:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,13,a08,,2022-10-30t07:52:00.000,2022-10-30t07:52:00.000,2022-10-30t07:52:00.000,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,26.0,2022-10-30t13:40:00.000,2022-10-30t13:40:00.000,2022-10-30t14:05:00.000,2022-10-30t14:05:00.000,2022-10-30t14:05:00.000,ams,eham,,2022-10-30t16:00:00.000,2022-10-30t16:00:00.000,virgin atlantic,vs,vir,7045,vs7045,vir7045,12,a08,,,,,10,klm,kl,klm,1052,kl1052,klm1052
departure,active,brs,eggd,17.0,2022-10-30t17:25:00.000,2022-10-30t17:30:00.000,2022-10-30t17:41:00.000,2022-10-30t17:41:00.000,2022-10-30t17:41:00.000,ams,eham,,2022-10-30t19:45:00.000,2022-10-30t19:35:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,12,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,3.0,2022-10-31t06:00:00.000,2022-10-31t06:05:00.000,2022-10-31t06:02:00.000,2022-10-31t06:02:00.000,2022-10-31t06:02:00.000,ams,eham,,2022-10-31t08:20:00.000,2022-10-31t07:49:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,34.0,2022-10-31t17:25:00.000,2022-10-31t17:40:00.000,2022-10-31t17:58:00.000,2022-10-31t17:58:00.000,2022-10-31t17:58:00.000,ams,eham,,2022-10-31t19:45:00.000,2022-10-31t19:50:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,8,d23,6.0,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,2.0,2022-11-01t07:25:00.000,2022-11-01t07:25:00.000,2022-11-01t07:27:00.000,2022-11-01t07:27:00.000,2022-11-01t07:27:00.000,vlc,levc,1,2022-11-01t10:40:00.000,2022-11-01t10:27:00.000,ryanair,fr,ryr,4440,fr4440,ryr4440,9,16,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-11-01t07:45:00.000,2022-11-01t07:45:00.000,2022-11-01t07:52:00.000,2022-11-01t07:52:00.000,2022-11-01t07:52:00.000,otp,lrop,,2022-11-01t13:00:00.000,2022-11-01t12:46:00.000,ryanair,fr,ryr,5341,fr5341,ryr5341,,27,,,,,,,,,,,
departure,active,brs,eggd,24.0,2022-11-01t07:50:00.000,2022-11-01t08:14:00.000,,,,dub,eidw,1,2022-11-01t08:55:00.000,,ryanair,fr,ryr,509,fr509,ryr509,5,103,,,,,,,,,,,
departure,active,brs,eggd,23.0,2022-11-01t08:20:00.000,2022-11-01t08:20:00.000,2022-11-01t08:42:00.000,2022-11-01t08:42:00.000,2022-11-01t08:42:00.000,wmi,epmo,,2022-11-01t11:45:00.000,2022-11-01t11:48:00.000,ryanair,fr,ryr,1941,fr1941,ryr1941,,12,3.0,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-11-01t11:15:00.000,2022-11-01t11:15:00.000,2022-11-01t11:23:00.000,2022-11-01t11:23:00.000,2022-11-01t11:23:00.000,gdn,epgd,,2022-11-01t14:35:00.000,2022-11-01t14:18:00.000,ryanair,fr,ryr,6094,fr6094,ryr6094,,,,,,,,,,,,,
departure,active,brs,eggd,14.0,2022-11-01t13:35:00.000,2022-11-01t13:35:00.000,2022-11-01t13:48:00.000,2022-11-01t13:48:00.000,2022-11-01t13:48:00.000,tfs,gcts,,2022-11-01t17:50:00.000,2022-11-01t17:46:00.000,ryanair,fr,ryr,4753,fr4753,ryr4753,b5,16,,,,,,,,,,,
departure,active,brs,eggd,23.0,2022-11-01t16:00:00.000,2022-11-01t16:00:00.000,2022-11-01t16:22:00.000,2022-11-01t16:22:00.000,2022-11-01t16:22:00.000,agp,lemg,2,2022-11-01t19:35:00.000,2022-11-01t19:44:00.000,ryanair,fr,ryr,4121,fr4121,ryr4121,,b14,9.0,,,,,,,,,,
departure,active,brs,eggd,14.0,2022-11-02t06:45:00.000,2022-11-02t06:45:00.000,2022-11-02t06:58:00.000,2022-11-02t06:58:00.000,2022-11-02t06:58:00.000,tsf,liph,,2022-11-02t09:50:00.000,2022-11-02t09:44:00.000,ryanair,fr,ryr,8240,fr8240,ryr8240,,16,,,,,,,,,,,
departure,active,brs,eggd,,2022-11-02t07:00:00.000,2022-11-02t07:00:00.000,,,,fao,lpfr,,2022-11-02t09:35:00.000,,ryanair,fr,ryr,4147,fr4147,ryr4147,,12,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-11-02t09:00:00.000,2022-11-02t09:10:00.000,2022-11-02t09:29:00.000,2022-11-02t09:29:00.000,2022-11-02t09:29:00.000,dub,eidw,1,2022-11-02t10:05:00.000,2022-11-02t10:12:00.000,ryanair,fr,ryr,509,fr509,ryr509,5,106,7.0,,,,,,,,,,
departure,active,brs,eggd,,2022-11-02t12:05:00.000,2022-11-02t12:05:00.000,,,,bgy,lime,,2022-11-02t15:05:00.000,,ryanair,fr,ryr,3560,fr3560,ryr3560,,,,,,,,,,,,,
departure,active,brs,eggd,12.0,2022-11-02t16:50:00.000,2022-11-02t16:50:00.000,2022-11-02t17:01:00.000,2022-11-02t17:01:00.000,2022-11-02t17:01:00.000,alc,leal,,2022-11-02t20:15:00.000,2022-11-02t20:12:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,7b,,,,,,,,,,,,
departure,active,brs,eggd,5.0,2022-11-02t17:20:00.000,2022-11-02t17:25:00.000,,,,bcn,lebl,2,2022-11-02t20:20:00.000,,ryanair,fr,ryr,3161,fr3161,ryr3161,45,,,,,,,,,,,,
departure,active,brs,eggd,23.0,2022-11-02t17:35:00.000,2022-11-02t17:35:00.000,2022-11-02t17:58:00.000,2022-11-02t17:58:00.000,2022-11-02t17:58:00.000,mad,lemd,1,2022-11-02t20:45:00.000,2022-11-02t20:52:00.000,ryanair,fr,ryr,155,fr155,ryr155,03,,8.0,,,,,,,,,,
departure,active,brs,eggd,,2022-11-03t07:25:00.000,2022-11-03t07:25:00.000,2022-11-03t07:23:00.000,2022-11-03t07:23:00.000,2022-11-03t07:23:00.000,alc,leal,,2022-11-03t10:50:00.000,2022-11-03t10:33:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,3b,,,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-11-03t09:05:00.000,2022-11-03t09:05:00.000,2022-11-03t09:15:00.000,2022-11-03t09:15:00.000,2022-11-03t09:15:00.000,dub,eidw,1,2022-11-03t10:10:00.000,2022-11-03t10:00:00.000,ryanair,fr,ryr,509,fr509,ryr509,4,8,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-11-03t12:35:00.000,2022-11-03t12:35:00.000,2022-11-03t12:38:00.000,2022-11-03t12:38:00.000,2022-11-03t12:38:00.000,tfs,gcts,,2022-11-03t16:50:00.000,2022-11-03t16:38:00.000,ryanair,fr,ryr,4753,fr4753,ryr4753,b2,16,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-11-03t13:50:00.000,2022-11-03t13:50:00.000,2022-11-03t14:12:00.000,2022-11-03t14:12:00.000,2022-11-03t14:12:00.000,ace,gcrr,1,2022-11-03t17:50:00.000,2022-11-03t18:01:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,5,,12.0,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-11-03t14:00:00.000,2022-11-03t14:15:00.000,,,,agp,lemg,2,2022-11-03t17:35:00.000,,ryanair,fr,ryr,8121,fr8121,ryr8121,,b14,,,,,,,,,,,
departure,active,brs,eggd,34.0,2022-11-03t18:20:00.000,2022-11-03t18:20:00.000,2022-11-03t18:54:00.000,2022-11-03t18:54:00.000,2022-11-03t18:54:00.000,krk,epkk,t,2022-11-03t21:50:00.000,2022-11-03t22:00:00.000,ryanair,fr,ryr,6221,fr6221,ryr6221,,,11.0,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-11-03t19:50:00.000,2022-11-03t20:05:00.000,,,,dub,eidw,1,2022-11-03t20:55:00.000,,ryanair,fr,ryr,512,fr512,ryr512,4,107,,,,,,,,,,,
departure,active,brs,eggd,5.0,2022-11-04t06:25:00.000,2022-11-04t06:25:00.000,2022-11-04t06:30:00.000,2022-11-04t06:30:00.000,2022-11-04t06:30:00.000,dub,eidw,1,2022-11-04t07:30:00.000,2022-11-04t07:19:00.000,ryanair,fr,ryr,4145,fr4145,ryr4145,5,13,,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-11-04t06:25:00.000,2022-11-04t06:25:00.000,2022-11-04t06:41:00.000,2022-11-04t06:41:00.000,2022-11-04t06:41:00.000,alc,leal,,2022-11-04t09:50:00.000,2022-11-04t09:53:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,3b,,3.0,,,,,,,,,,
departure,active,brs,eggd,21.0,2022-11-04t06:35:00.000,2022-11-04t06:35:00.000,2022-11-04t06:55:00.000,2022-11-04t06:55:00.000,2022-11-04t06:55:00.000,ace,gcrr,1,2022-11-04t10:35:00.000,2022-11-04t10:35:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,4,,1.0,,,,,,,,,,
departure,active,brs,eggd,45.0,2022-11-04t07:30:00.000,2022-11-04t08:15:00.000,,,,agp,lemg,2,2022-11-04t11:05:00.000,,ryanair,fr,ryr,4121,fr4121,ryr4121,,12,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-11-04t08:00:00.000,2022-11-04t08:00:00.000,2022-11-04t08:07:00.000,2022-11-04t08:07:00.000,2022-11-04t08:07:00.000,kun,eyka,,2022-11-04t12:45:00.000,2022-11-04t12:33:00.000,ryanair,fr,ryr,4163,fr4163,ryr4163,,,,,,,,,,,,,
departure,active,brs,eggd,26.0,2022-11-04t09:30:00.000,2022-11-04t09:30:00.000,2022-11-04t09:56:00.000,2022-11-04t09:56:00.000,2022-11-04t09:56:00.000,rze,eprz,,2022-11-04t13:10:00.000,2022-11-04t13:13:00.000,ryanair,fr,ryr,8224,fr8224,ryr8224,,31,4.0,,,,,,,,,,
departure,active,brs,eggd,33.0,2022-11-04t12:30:00.000,2022-11-04t12:50:00.000,2022-11-04t13:02:00.000,2022-11-04t13:02:00.000,2022-11-04t13:02:00.000,vie,loww,,2022-11-04t15:50:00.000,2022-11-04t15:56:00.000,ryanair,fr,ryr,7307,fr7307,ryr7307,,,6.0,,,,,,,,,,
departure,active,brs,eggd,29.0,2022-11-04t12:45:00.000,2022-11-04t12:45:00.000,2022-11-04t13:13:00.000,2022-11-04t13:13:00.000,2022-11-04t13:13:00.000,wro,epwr,,2022-11-04t16:00:00.000,2022-11-04t16:04:00.000,ryanair,fr,ryr,8212,fr8212,ryr8212,a,,5.0,,,,,,,,,,
departure,active,brs,eggd,,2022-11-04t13:50:00.000,2022-11-04t13:50:00.000,,,,cgn,eddk,2,2022-11-04t16:15:00.000,,ryanair,fr,ryr,1591,fr1591,ryr1591,,,,,,,,,,,,,
departure,active,brs,eggd,14.0,2022-11-04t16:15:00.000,2022-11-04t16:15:00.000,2022-11-04t16:29:00.000,2022-11-04t16:29:00.000,2022-11-04t16:29:00.000,rix,evra,,2022-11-04t21:10:00.000,2022-11-04t20:50:00.000,ryanair,fr,ryr,2798,fr2798,ryr2798,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-11-04t17:10:00.000,2022-11-04t17:07:00.000,2022-11-04t17:17:00.000,2022-11-04t17:17:00.000,2022-11-04t17:17:00.000,bud,lhbp,2b,2022-11-04t20:45:00.000,2022-11-04t20:26:00.000,ryanair,fr,ryr,4133,fr4133,ryr4133,,,,,,,,,,,,,
departure,active,brs,eggd,34.0,2022-11-04t17:50:00.000,2022-11-04t18:00:00.000,2022-11-04t18:23:00.000,2022-11-04t18:23:00.000,2022-11-04t18:23:00.000,poz,eppo,,2022-11-04t20:55:00.000,2022-11-04t21:18:00.000,ryanair,fr,ryr,7949,fr7949,ryr7949,,12,23.0,,,,,,,,,,
departure,active,brs,eggd,,2022-11-04t18:00:00.000,2022-11-04t18:00:00.000,,,,bzg,epby,,2022-11-04t21:25:00.000,,ryanair,fr,ryr,9503,fr9503,ryr9503,,,,,,,,,,,,,
departure,active,brs,eggd,28.0,2022-11-04t18:15:00.000,2022-11-04t18:25:00.000,2022-11-04t18:43:00.000,2022-11-04t18:43:00.000,2022-11-04t18:43:00.000,noc,eikn,,2022-11-04t19:30:00.000,2022-11-04t19:39:00.000,ryanair,fr,ryr,8202,fr8202,ryr8202,,,10.0,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-11-04t19:40:00.000,2022-11-04t20:00:00.000,,,,mad,lemd,1,2022-11-04t22:50:00.000,,ryanair,fr,ryr,155,fr155,ryr155,06,,,,,,,,,,,,
departure,active,brs,eggd,20.0,2022-11-04t20:00:00.000,2022-11-04t20:20:00.000,,,,dub,eidw,1,2022-11-04t21:10:00.000,,ryanair,fr,ryr,5254,fr5254,ryr5254,3,110,,,,,,,,,,,
departure,active,brs,eggd,,2022-11-04t22:35:00.000,2022-11-04t22:35:00.000,,,,dub,eidw,1,2022-11-04t23:40:00.000,,ryanair,fr,ryr,4171,fr4171,ryr4171,3,106,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-11-05t08:00:00.000,2022-11-05t08:00:00.000,2022-11-05t08:22:00.000,2022-11-05t08:22:00.000,2022-11-05t08:22:00.000,otp,lrop,,2022-11-05t13:15:00.000,2022-11-05t13:14:00.000,ryanair,fr,ryr,5341,fr5341,ryr5341,,31,,,,,,,,,,,
departure,active,brs,eggd,37.0,2022-11-05t08:00:00.000,2022-11-05t08:00:00.000,2022-11-05t08:36:00.000,2022-11-05t08:36:00.000,2022-11-05t08:36:00.000,gdn,epgd,,2022-11-05t11:20:00.000,2022-11-05t11:35:00.000,ryanair,fr,ryr,6094,fr6094,ryr6094,,14,16.0,,,,,,,,,,
departure,active,brs,eggd,2.0,2022-11-05t09:10:00.000,2022-11-05t09:10:00.000,2022-11-05t09:12:00.000,2022-11-05t09:12:00.000,2022-11-05t09:12:00.000,wmi,epmo,,2022-11-05t12:35:00.000,2022-11-05t12:16:00.000,ryanair,fr,ryr,1941,fr1941,ryr1941,,13,,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-11-05t12:00:00.000,2022-11-05t12:00:00.000,2022-11-05t12:11:00.000,2022-11-05t12:11:00.000,2022-11-05t12:11:00.000,alc,leal,,2022-11-05t15:25:00.000,2022-11-05t15:21:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,7b,,,,,,,,,,,,
departure,active,brs,eggd,12.0,2022-11-05t12:05:00.000,2022-11-05t12:05:00.000,2022-11-05t12:16:00.000,2022-11-05t12:16:00.000,2022-11-05t12:16:00.000,dub,eidw,1,2022-11-05t13:10:00.000,2022-11-05t12:52:00.000,ryanair,fr,ryr,4145,fr4145,ryr4145,3,31,,,,,,,,,,,
departure,active,brs,eggd,33.0,2022-11-05t12:45:00.000,2022-11-05t12:45:00.000,2022-11-05t13:17:00.000,2022-11-05t13:17:00.000,2022-11-05t13:17:00.000,tfs,gcts,,2022-11-05t17:00:00.000,2022-11-05t17:21:00.000,ryanair,fr,ryr,4753,fr4753,ryr4753,a5,11,21.0,,,,,,,,,,
departure,active,brs,eggd,32.0,2022-11-05t12:55:00.000,2022-11-05t12:55:00.000,2022-11-05t13:26:00.000,2022-11-05t13:26:00.000,2022-11-05t13:26:00.000,lpa,gclp,,2022-11-05t17:05:00.000,2022-11-05t17:28:00.000,ryanair,fr,ryr,4167,fr4167,ryr4167,36,12,24.0,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-11-05t14:10:00.000,2022-11-05t14:10:00.000,2022-11-05t14:19:00.000,2022-11-05t14:19:00.000,2022-11-05t14:19:00.000,dub,eidw,1,2022-11-05t15:15:00.000,2022-11-05t15:02:00.000,ryanair,fr,ryr,4155,fr4155,ryr4155,4,12,,2022-11-05t14:59:00.000,2022-11-05t14:59:00.000,2022-11-05t14:59:00.000,,,,,,,
departure,active,brs,eggd,,2022-11-05t14:30:00.000,2022-11-05t14:30:00.000,,,,krk,epkk,t,2022-11-05t18:00:00.000,,ryanair,fr,ryr,6221,fr6221,ryr6221,,15,,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-11-05t14:50:00.000,2022-11-05t14:50:00.000,2022-11-05t15:02:00.000,2022-11-05t15:02:00.000,2022-11-05t15:02:00.000,agp,lemg,2,2022-11-05t18:25:00.000,2022-11-05t18:23:00.000,ryanair,fr,ryr,4121,fr4121,ryr4121,,16,,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-11-05t16:15:00.000,2022-11-05t16:15:00.000,2022-11-05t16:29:00.000,2022-11-05t16:29:00.000,2022-11-05t16:29:00.000,bcn,lebl,2,2022-11-05t19:15:00.000,2022-11-05t19:14:00.000,ryanair,fr,ryr,7514,fr7514,ryr7514,44,12,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-11-05t18:30:00.000,2022-11-05t18:30:00.000,2022-11-05t18:35:00.000,2022-11-05t18:35:00.000,2022-11-05t18:35:00.000,vlc,levc,1,2022-11-05t21:45:00.000,2022-11-05t21:37:00.000,ryanair,fr,ryr,4440,fr4440,ryr4440,10,12,,,,,,,,,,,
departure,active,brs,eggd,5.0,2022-11-05t21:10:00.000,2022-11-05t21:10:00.000,2022-11-05t21:14:00.000,2022-11-05t21:14:00.000,2022-11-05t21:14:00.000,dub,eidw,1,2022-11-05t22:15:00.000,2022-11-05t21:54:00.000,ryanair,fr,ryr,4171,fr4171,ryr4171,2,31,,,,,,,,,,,
departure,active,brs,eggd,12.0,2022-11-05t22:45:00.000,2022-11-05t22:45:00.000,2022-11-05t22:56:00.000,2022-11-05t22:56:00.000,2022-11-05t22:56:00.000,dub,eidw,1,2022-11-05t23:50:00.000,2022-11-05t23:36:00.000,ryanair,fr,ryr,5254,fr5254,ryr5254,3,31,,,,,,,,,,,
departure,active,brs,eggd,12.0,2022-11-06t07:05:00.000,2022-11-06t07:05:00.000,2022-11-06t07:16:00.000,2022-11-06t07:16:00.000,2022-11-06t07:16:00.000,bcn,lebl,2,2022-11-06t10:05:00.000,2022-11-06t10:06:00.000,ryanair,fr,ryr,3161,fr3161,ryr3161,45,12,1.0,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-11-06t07:05:00.000,2022-11-06t07:05:00.000,2022-11-06t07:14:00.000,2022-11-06t07:14:00.000,2022-11-06t07:14:00.000,fao,lpfr,,2022-11-06t09:40:00.000,2022-11-06t09:36:00.000,ryanair,fr,ryr,4147,fr4147,ryr4147,,,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-11-06t07:25:00.000,2022-11-06t07:25:00.000,2022-11-06t07:27:00.000,2022-11-06t07:27:00.000,2022-11-06t07:27:00.000,bgy,lime,,2022-11-06t10:25:00.000,2022-11-06t10:06:00.000,ryanair,fr,ryr,3560,fr3560,ryr3560,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-11-06t09:40:00.000,2022-11-06t09:40:00.000,,,,noc,eikn,,2022-11-06t10:55:00.000,,ryanair,fr,ryr,8202,fr8202,ryr8202,,,,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-11-06t12:00:00.000,2022-11-06t12:00:00.000,2022-11-06t12:16:00.000,2022-11-06t12:16:00.000,2022-11-06t12:16:00.000,dub,eidw,1,2022-11-06t13:00:00.000,2022-11-06t12:52:00.000,ryanair,fr,ryr,4155,fr4155,ryr4155,4,102,,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-11-06t12:20:00.000,2022-11-06t12:20:00.000,2022-11-06t12:35:00.000,2022-11-06t12:35:00.000,2022-11-06t12:35:00.000,tsf,liph,,2022-11-06t15:25:00.000,2022-11-06t15:21:00.000,ryanair,fr,ryr,8240,fr8240,ryr8240,,14,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-11-06t13:05:00.000,2022-11-06t13:05:00.000,2022-11-06t13:11:00.000,2022-11-06t13:11:00.000,2022-11-06t13:11:00.000,alc,leal,,2022-11-06t16:30:00.000,2022-11-06t16:21:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,5b,,,,,,,,,,,,
departure,active,brs,eggd,,2022-11-06t13:20:00.000,2022-11-06t13:20:00.000,,,,ace,gcrr,1,2022-11-06t17:20:00.000,,ryanair,fr,ryr,4755,fr4755,ryr4755,3,11,,,,,,,,,,,
departure,active,brs,eggd,,2022-11-06t13:45:00.000,2022-11-06t13:45:00.000,,,,agp,lemg,2,2022-11-06t17:20:00.000,,ryanair,fr,ryr,4121,fr4121,ryr4121,,b14,,,,,,,,,,,
departure,active,brs,eggd,42.0,2022-11-06t15:40:00.000,2022-11-06t15:40:00.000,2022-11-06t16:22:00.000,2022-11-06t16:22:00.000,2022-11-06t16:22:00.000,dub,eidw,1,2022-11-06t16:45:00.000,2022-11-06t17:06:00.000,ryanair,fr,ryr,5254,fr5254,ryr5254,3,12,21.0,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-11-06t18:00:00.000,2022-11-06t18:00:00.000,2022-11-06t18:09:00.000,2022-11-06t18:09:00.000,2022-11-06t18:09:00.000,bud,lhbp,2b,2022-11-06t21:35:00.000,2022-11-06t21:24:00.000,ryanair,fr,ryr,4133,fr4133,ryr4133,,13,,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-11-06t20:30:00.000,2022-11-06t20:30:00.000,2022-11-06t20:46:00.000,2022-11-06t20:46:00.000,2022-11-06t20:46:00.000,dub,eidw,1,2022-11-06t21:35:00.000,2022-11-06t21:29:00.000,ryanair,fr,ryr,4171,fr4171,ryr4171,5,104,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-11-07t06:30:00.000,2022-11-07t06:30:00.000,2022-11-07t06:36:00.000,2022-11-07t06:36:00.000,2022-11-07t06:36:00.000,rze,eprz,,2022-11-07t10:10:00.000,2022-11-07t09:53:00.000,ryanair,fr,ryr,8224,fr8224,ryr8224,,11,,,,,,,,,,,
departure,active,brs,eggd,17.0,2022-11-07t07:05:00.000,2022-11-07t07:05:00.000,2022-11-07t07:22:00.000,2022-11-07t07:22:00.000,2022-11-07t07:22:00.000,cgn,eddk,2,2022-11-07t09:30:00.000,2022-11-07t09:25:00.000,ryanair,fr,ryr,1591,fr1591,ryr1591,,d12,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-11-07t07:20:00.000,2022-11-07t07:14:00.000,2022-11-07t07:29:00.000,2022-11-07t07:29:00.000,2022-11-07t07:29:00.000,bzg,epby,,2022-11-07t10:45:00.000,2022-11-07t11:05:00.000,ryanair,fr,ryr,9503,fr9503,ryr9503,,15,21.0,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-11-07t07:25:00.000,2022-11-07t07:25:00.000,2022-11-07t07:31:00.000,2022-11-07t07:31:00.000,2022-11-07t07:31:00.000,tsf,liph,,2022-11-07t10:30:00.000,2022-11-07t10:16:00.000,ryanair,fr,ryr,8240,fr8240,ryr8240,,14,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-11-07t08:00:00.000,2022-11-07t08:10:00.000,,,,dub,eidw,1,2022-11-07t09:05:00.000,,ryanair,fr,ryr,4155,fr4155,ryr4155,3,112,,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-11-07t08:15:00.000,2022-11-07t08:15:00.000,2022-11-07t08:28:00.000,2022-11-07t08:28:00.000,2022-11-07t08:28:00.000,kun,eyka,,2022-11-07t13:00:00.000,2022-11-07t12:52:00.000,ryanair,fr,ryr,4163,fr4163,ryr4163,,12,,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-11-07t08:15:00.000,2022-11-07t08:15:00.000,2022-11-07t08:25:00.000,2022-11-07t08:25:00.000,2022-11-07t08:25:00.000,wro,epwr,,2022-11-07t11:30:00.000,2022-11-07t11:16:00.000,ryanair,fr,ryr,8212,fr8212,ryr8212,a,15,,,,,,,,,,,
departure,active,brs,eggd,11.0,2022-11-07t11:30:00.000,2022-11-07t11:30:00.000,2022-11-07t11:40:00.000,2022-11-07t11:40:00.000,2022-11-07t11:40:00.000,tfs,gcts,,2022-11-07t15:45:00.000,2022-11-07t15:42:00.000,ryanair,fr,ryr,4753,fr4753,ryr4753,b6,11,,,,,,,,,,,
departure,active,brs,eggd,37.0,2022-11-07t13:05:00.000,2022-11-07t13:05:00.000,2022-11-07t13:42:00.000,2022-11-07t13:42:00.000,2022-11-07t13:42:00.000,dub,eidw,1,2022-11-07t14:10:00.000,2022-11-07t14:28:00.000,ryanair,fr,ryr,512,fr512,ryr512,3,13,18.0,,,,,,,,,,
departure,active,brs,eggd,4.0,2022-11-07t13:25:00.000,2022-11-07t13:25:00.000,2022-11-07t13:28:00.000,2022-11-07t13:28:00.000,2022-11-07t13:28:00.000,alc,leal,,2022-11-07t16:50:00.000,2022-11-07t16:40:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,7b,,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-11-07t13:35:00.000,2022-11-07t13:35:00.000,2022-11-07t13:38:00.000,2022-11-07t13:38:00.000,2022-11-07t13:38:00.000,ace,gcrr,1,2022-11-07t17:35:00.000,2022-11-07t17:27:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,4,12,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-11-07t15:15:00.000,2022-11-07t15:15:00.000,2022-11-07t15:24:00.000,2022-11-07t15:24:00.000,2022-11-07t15:24:00.000,bcn,lebl,2,2022-11-07t18:15:00.000,2022-11-07t18:12:00.000,ryanair,fr,ryr,7514,fr7514,ryr7514,43,14,,,,,,,,,,,
