type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,brs,eggd,25.0,2022-04-09t17:15:00.000,2022-04-09t17:40:00.000,,,,ams,eham,2,2022-04-09t19:35:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,12,d29,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,31.0,2022-04-10t06:20:00.000,2022-04-10t06:51:00.000,,,,ams,eham,2,2022-04-10t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,23.0,2022-04-10t09:20:00.000,2022-04-10t09:20:00.000,2022-04-10t09:43:00.000,2022-04-10t09:43:00.000,2022-04-10t09:43:00.000,ams,eham,,2022-04-10t11:35:00.000,2022-04-10t11:37:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,13,a08,2.0,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,30.0,2022-04-10t17:25:00.000,2022-04-10t17:55:00.000,,,,ams,eham,2,2022-04-10t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,12,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,13.0,2022-04-11t06:20:00.000,2022-04-11t06:33:00.000,2022-04-11t06:32:00.000,2022-04-11t06:32:00.000,2022-04-11t06:32:00.000,ams,eham,2,2022-04-11t08:50:00.000,2022-04-11t08:25:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,10,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,4.0,2022-04-11t09:20:00.000,2022-04-11t09:20:00.000,2022-04-11t09:24:00.000,2022-04-11t09:24:00.000,2022-04-11t09:24:00.000,ams,eham,2,2022-04-11t11:35:00.000,2022-04-11t11:19:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,11,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,17.0,2022-04-11t17:25:00.000,2022-04-11t17:25:00.000,2022-04-11t17:41:00.000,2022-04-11t17:41:00.000,2022-04-11t17:41:00.000,ams,eham,2,2022-04-11t19:45:00.000,2022-04-11t19:36:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,11,d31,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-04-12t06:20:00.000,2022-04-12t06:20:00.000,2022-04-12t06:14:00.000,2022-04-12t06:14:00.000,2022-04-12t06:14:00.000,ams,eham,2,2022-04-12t08:50:00.000,2022-04-12t08:07:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,13,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,16.0,2022-04-12t09:20:00.000,2022-04-12t09:20:00.000,2022-04-12t09:36:00.000,2022-04-12t09:36:00.000,2022-04-12t09:36:00.000,ams,eham,,2022-04-12t11:35:00.000,2022-04-12t11:27:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,8,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,11.0,2022-04-12t17:25:00.000,2022-04-12t17:26:00.000,2022-04-12t17:35:00.000,2022-04-12t17:35:00.000,2022-04-12t17:35:00.000,ams,eham,,2022-04-12t19:45:00.000,2022-04-12t19:27:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,12,d29,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,18.0,2022-04-13t06:20:00.000,2022-04-13t06:20:00.000,2022-04-13t06:37:00.000,2022-04-13t06:37:00.000,2022-04-13t06:37:00.000,ams,eham,2,2022-04-13t08:50:00.000,2022-04-13t08:32:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,10,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,18.0,2022-04-13t09:20:00.000,2022-04-13t09:20:00.000,2022-04-13t09:38:00.000,2022-04-13t09:38:00.000,2022-04-13t09:38:00.000,ams,eham,,2022-04-13t11:35:00.000,2022-04-13t11:31:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,13,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,19.0,2022-04-13t17:25:00.000,2022-04-13t17:25:00.000,2022-04-13t17:44:00.000,2022-04-13t17:44:00.000,2022-04-13t17:44:00.000,ams,eham,2,2022-04-13t19:45:00.000,2022-04-13t19:38:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,9,d23,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,2.0,2022-04-14t06:20:00.000,2022-04-14t06:20:00.000,2022-04-14t06:22:00.000,2022-04-14t06:22:00.000,2022-04-14t06:22:00.000,ams,eham,2,2022-04-14t08:50:00.000,2022-04-14t08:19:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,13,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,9.0,2022-04-14t09:20:00.000,2022-04-14t09:20:00.000,2022-04-14t09:28:00.000,2022-04-14t09:28:00.000,2022-04-14t09:28:00.000,ams,eham,2,2022-04-14t11:35:00.000,2022-04-14t11:25:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,9,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,27.0,2022-04-14t17:25:00.000,2022-04-14t17:40:00.000,2022-04-14t17:52:00.000,2022-04-14t17:52:00.000,2022-04-14t17:52:00.000,ams,eham,2,2022-04-14t19:45:00.000,2022-04-14t19:49:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,10,a08,4.0,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-04-15t06:20:00.000,2022-04-15t06:20:00.000,,,,ams,eham,,2022-04-15t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,14.0,2022-04-15t09:20:00.000,2022-04-15t09:20:00.000,2022-04-15t09:34:00.000,2022-04-15t09:34:00.000,2022-04-15t09:34:00.000,ams,eham,,2022-04-15t11:35:00.000,2022-04-15t11:28:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,12,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,4.0,2022-04-15t17:25:00.000,2022-04-15t17:29:00.000,,,,ams,eham,2,2022-04-15t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,9,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,7.0,2022-04-16t06:20:00.000,2022-04-16t06:20:00.000,2022-04-16t06:26:00.000,2022-04-16t06:26:00.000,2022-04-16t06:26:00.000,ams,eham,2,2022-04-16t08:50:00.000,2022-04-16t08:23:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,11,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,13.0,2022-04-16t09:20:00.000,2022-04-16t09:20:00.000,2022-04-16t09:33:00.000,2022-04-16t09:33:00.000,2022-04-16t09:33:00.000,ams,eham,2,2022-04-16t11:35:00.000,2022-04-16t11:27:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,9,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,31.0,2022-04-16t17:15:00.000,2022-04-16t17:25:00.000,2022-04-16t17:45:00.000,2022-04-16t17:45:00.000,2022-04-16t17:45:00.000,ams,eham,2,2022-04-16t19:35:00.000,2022-04-16t19:42:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,11,d23,7.0,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-04-17t06:20:00.000,2022-04-17t06:20:00.000,,,,ams,eham,2,2022-04-17t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,25.0,2022-04-17t09:20:00.000,2022-04-17t09:40:00.000,2022-04-17t09:44:00.000,2022-04-17t09:44:00.000,2022-04-17t09:44:00.000,ams,eham,2,2022-04-17t11:35:00.000,2022-04-17t11:40:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,8,a08,5.0,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,17.0,2022-04-17t17:25:00.000,2022-04-17t17:40:00.000,2022-04-17t17:41:00.000,2022-04-17t17:41:00.000,2022-04-17t17:41:00.000,ams,eham,,2022-04-17t19:45:00.000,2022-04-17t19:35:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,8,d27,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,3.0,2022-04-18t06:20:00.000,2022-04-18t06:20:00.000,2022-04-18t06:23:00.000,2022-04-18t06:23:00.000,2022-04-18t06:23:00.000,ams,eham,2,2022-04-18t08:50:00.000,2022-04-18t08:19:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,9,d28,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,18.0,2022-04-18t17:25:00.000,2022-04-18t17:25:00.000,2022-04-18t17:43:00.000,2022-04-18t17:43:00.000,2022-04-18t17:43:00.000,ams,eham,2,2022-04-18t19:45:00.000,2022-04-18t19:38:00.000,virgin atlantic,vs,vir,7046,vs7046,vir7046,11,d16,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,14.0,2022-04-19t06:20:00.000,2022-04-19t06:20:00.000,2022-04-19t06:34:00.000,2022-04-19t06:34:00.000,2022-04-19t06:34:00.000,ams,eham,2,2022-04-19t08:50:00.000,2022-04-19t08:32:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,11,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,22.0,2022-04-19t09:20:00.000,2022-04-19t09:20:00.000,2022-04-19t09:42:00.000,2022-04-19t09:42:00.000,2022-04-19t09:42:00.000,ams,eham,2,2022-04-19t11:35:00.000,2022-04-19t11:37:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,13,a08,3.0,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,54.0,2022-04-19t17:25:00.000,2022-04-19t17:25:00.000,2022-04-19t18:18:00.000,2022-04-19t18:18:00.000,2022-04-19t18:18:00.000,ams,eham,2,2022-04-19t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,13,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,4.0,2022-04-20t06:20:00.000,2022-04-20t06:23:00.000,2022-04-20t06:24:00.000,2022-04-20t06:24:00.000,2022-04-20t06:24:00.000,ams,eham,,2022-04-20t08:50:00.000,2022-04-20t08:20:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,12,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,28.0,2022-04-20t09:20:00.000,2022-04-20t09:20:00.000,2022-04-20t09:47:00.000,2022-04-20t09:47:00.000,2022-04-20t09:47:00.000,ams,eham,,2022-04-20t11:35:00.000,2022-04-20t11:40:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,12,a08,5.0,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,15.0,2022-04-20t17:25:00.000,2022-04-20t17:40:00.000,,,,ams,eham,2,2022-04-20t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,8,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,26.0,2022-04-21t06:20:00.000,2022-04-21t06:20:00.000,2022-04-21t06:46:00.000,2022-04-21t06:46:00.000,2022-04-21t06:46:00.000,ams,eham,2,2022-04-21t08:50:00.000,2022-04-21t08:43:00.000,virgin atlantic,vs,vir,6854,vs6854,vir6854,8,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,33.0,2022-04-21t09:20:00.000,2022-04-21t09:35:00.000,2022-04-21t09:52:00.000,2022-04-21t09:52:00.000,2022-04-21t09:52:00.000,ams,eham,2,2022-04-21t11:35:00.000,2022-04-21t11:46:00.000,virgin atlantic,vs,vir,7044,vs7044,vir7044,13,a08,12.0,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,15.0,2022-04-21t17:25:00.000,2022-04-21t17:40:00.000,,,,ams,eham,2,2022-04-21t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,11,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-04-22t06:20:00.000,2022-04-22t06:20:00.000,,,,ams,eham,2,2022-04-22t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,10,d16,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,85.0,2022-04-22t09:20:00.000,2022-04-22t10:45:00.000,,,,ams,eham,,2022-04-22t11:35:00.000,,virgin atlantic,vs,vir,7044,vs7044,vir7044,11,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,60.0,2022-04-22t17:25:00.000,2022-04-22t18:25:00.000,,,,ams,eham,2,2022-04-22t19:45:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,12,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,,2022-04-23t06:20:00.000,2022-04-23t06:20:00.000,,,,ams,eham,2,2022-04-23t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,12,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,cancelled,brs,eggd,,2022-04-23t09:20:00.000,2022-04-23t09:20:00.000,,,,ams,eham,,2022-04-23t11:35:00.000,,virgin atlantic,vs,vir,7044,vs7044,vir7044,,a08,,,,,,klm,kl,klm,1050,kl1050,klm1050
departure,active,brs,eggd,85.0,2022-04-23t17:15:00.000,2022-04-23t18:40:00.000,,,,ams,eham,2,2022-04-23t19:35:00.000,,virgin atlantic,vs,vir,7046,vs7046,vir7046,8,a08,,,,,10,klm,kl,klm,1054,kl1054,klm1054
departure,active,brs,eggd,40.0,2022-04-24t06:20:00.000,2022-04-24t07:00:00.000,,,,ams,eham,2,2022-04-24t08:50:00.000,,virgin atlantic,vs,vir,6854,vs6854,vir6854,13,a08,,,,,10,klm,kl,klm,1046,kl1046,klm1046
departure,active,brs,eggd,,2022-04-24t09:20:00.000,2022-04-24t09:20:00.000,,,,ams,eham,2,2022-04-24t11:35:00.000,,virgin atlantic,vs,vir,7044,vs7044,vir7044,9,a08,,,,,10,klm,kl,klm,1050,kl1050,klm1050
